id,slug,shortname,name,city,region,country,coordinates,source,currentPrediction,contact,isGroundhog,type,active,successor,description
46,patty-pagoda,Patty,Patty Pagoda,Reading,Pennsylvania,USA,"40.33607,-75.9078327",https://www.facebook.com/thereadingpagoda,https://berksweekly.com/news/readings-patty-pagoda-predicts-early-spring-on-groundhog-day/,,FALSE,Person in a groundhog suit,TRUE,,"Miss Patty Pagoda, a groundhog mascot with a glamourous hair bow, is the official prognosticator for Reading, Pennsylvania. Patty lives in her burrow on Mount Penn next to the picturesque Reading Pagoda and is passionate about predicting the weather and preventing litter. Patty has been prognosticating at the Pagoda since 2006, braving the seasonal cold and fog to deliver critical far-sighted forecasts."
47,polk-county-paula,Paula,Polk County Paula,Des Moines,Iowa,USA,"41.5830468,-93.6206605",https://www.facebook.com/HighLifeLounge,https://www.weareiowa.com/article/life/holidays/groundhog-day-2024-punxsutawney-phil-polk-county-paula-prediction-early-spring-winter-weather/524-2dc776f5-0c4e-43f3-b3d8-a17158709314,info@thehighlifelounge.com,FALSE,Person in a groundhog suit,TRUE,,"Polk County Paula is Des Moines’ resident groundhog who regales fans with her annual prediction at the High Life Lounge’s Annual Groundhog Day Celebration. Every year on February 2nd groundhog enthusiasts line up before 5am to be first in line for FREE Miller High Life breakfast beer given out from 6-8 am. Paula’s annual prediction happens at sunrise, closely followed by regional meteorologists. Paula makes a grand entrance from her beer-case burrow, where she hibernates throughout the colder winter months!"
48,chesapeake-chuck,Chuck,Chesapeake Chuck,Newport News,Virginia,USA,"37.0699814,-76.4818192",https://www.facebook.com/VirginiaLivingMuseum,https://www.facebook.com/reel/724666349766308,,TRUE,Groundhog,TRUE,,"Chesapeake Chuck is Virginia Living Museum’s furry prognosticator of prognosticators, hailing from Newport News, VA. Not just limited to weather predictions, Chuck is also able to foresee the winner of the Super Bowl. In order to stay in tip-top shape, Chuck dines on “restaurant quality” carrots and sweet potatoes."
49,scramble-the-duck,Scramble,Scramble the Duck,Eastford,Connecticut,USA,"41.901251,-72.0815198",https://scrambletheduck.org,https://scrambletheduck.org/news/2024/02/02/scramble-predicts-early-spring/,,FALSE,Pekin duck,TRUE,,"Scramble the Duck is a prognosticating Pekin duck from Eastford, Connecticut who makes an official prediction on “Duck Day” every February 2nd. Billed as “an accurate alternative to the groundhog,” Scramble has an impressive perfect record of weather prognostications. According to his website, “Scramble can predict the weather because he has the most superior education,” in addition to the innate fact that ducks “live above ground, [so] they know more about the weather.”"
50,snerd,Snerd,Snerd,Garner,North Carolina,USA,"35.6800912,-78.6279155",https://www.facebook.com/GarnerParksRecreationAndCulturalResources,https://www.facebook.com/GarnerParksRecreationAndCulturalResources/posts/pfbid0gwkkoFBMknU3TCDXyPdGdY7U6ah8aQL1h2hw2hTnB2AGWuiexnk2ibRFYLHBQYpKl,,TRUE,Groundhog,TRUE,,"Snerd is a groundhog prognosticator who gives an annual prediction from White Deer Park, in Garner, North Carolina. North Carolina’s roster of Groundhog Day prognosticators has dwindled down to just Snerd — Garner’s official prognosticator since 2015 — and Pisgah Penny. According to Snerd’s translator from wildlife rehabilitation organization CLAWS, Snerd spends weeks conferring with Mother Nature, the Farmer’s Almanac, and the Weather Channel to get precise information before making her yearly prediction."
51,snowy-the-prairie-dog,Snowy,Snowy the Prairie Dog,Pend Oreille County,Washington,USA,"48.5224835,-117.8912722",http://www.climatehawk.org/groundhog.html,http://www.climatehawk.org/groundhog.html,,FALSE,Prairie dog,FALSE,,"Snowy the Prairie Dog made an annual weather prediction from Pend Oreille Country, Washington. Snowy and Flurries were a tag-team of prognosticating prairie dogs with their very own website and an impressive accuracy rating. Bob Lutz, traffic broadcaster for 920 News Now, maintained their list of historical predictions as well as an “Accuracy Score” for each year: a level of accountability that few other prognosticators can meet."
52,tinicum-tim,Tim,Tinicum Tim,Philadelphia,Pennsylvania,USA,"39.8921524,-75.2572137",https://www.facebook.com/johnheinznwr,https://www.facebook.com/johnheinznwr/posts/pfbid02efHJYx9UNUFn2K5x9EKexNFVSZMHqpzBwfNQVby5Tipn5grWK7HqVXnGzSpi7ieVl,wingyi_kung@fws.gov,FALSE,Groundhog puppet,TRUE,,"Tinicum Tim is a groundhog puppet who (usually) makes an annual weather prediction for the John Heinz National Wildlife Refuge in Philadelphia, Pennsylvania. Tim is the star of the shadow ceremony, but he couldn’t do it without the support of his wife, Tinicum Tina, and their children, the Tinicum twins. Other activities at the wildlife refuge during the Groundhog Day Festival include songs, crafts, and light snacks and refreshments."
53,wildwood-willie,Willie,Wildwood Willie,Toledo,Ohio,USA,"41.6818106,-83.6675126",https://www.facebook.com/MetroparksToledo,https://www.facebook.com/MetroparksToledo/posts/pfbid02mt6w3RCGWTXipQzNFFUt3Txsm41Hh6MGfAHQL6SM19bHP5Fc1TMDR7VUSuJ5vSMXl,metroparkstoledo.com/contact,FALSE,Taxidermied groundhog,TRUE,,"Wildwood Willie is a taxidermied groundhog who hosts a “Groundhogs Day” event every year at Ohio’s Wildwood Preserve Metropark. In addition to impressing attendees with his weather-predicting powers and his cute outfits, Willie’s prediction is preceded by gleeful groundhog stories, songs, crafts, games, and a nature walk through a typical groundhog habitat. Celebrate the lore and legend of Groundhogs Day with Wildwood Willie!"
54,benny-the-bass,Benny,Benny the Bass,Buckeye Lake,Ohio,USA,"39.9335365,-82.501816",https://www.facebook.com/BuckeyeLakeWinterfest,https://myfox28columbus.com/news/local/benny-the-bass-predicts-early-spring-at-buckeye-lake-winterfest-central-ohio-events-family-activities-grounshog-day-winter-january,buckeyelakeregioncc@gmail.com,FALSE,Largemouth bass,TRUE,,"Benny the Bass is a foreseeing fish whose annual weather prediction kicks off Winterfest in Buckeye Lake, Ohio. Unlike the traditional ‘shadow’ method preferred by landgoing prognosticators, Benny’s prediction is based on his breakfast. “I pour a bunch of minnows into this big tank with a live bass,” says Mike Fornataro, Chair of Winterfest, “Then people chant, Take the bait, spring can’t wait.’ The bass has three minutes to eat a minnow. If he does, it’s an early spring. If he doesn’t, it’s six more weeks of winter.”"
55,harleysville-hank,Hank,Harleysville Hank,Harleysville,Pennsylvania,USA,"40.290503,-75.3823447",https://www.facebook.com/harleysvillehank/,https://www.facebook.com/harleysvillehank/posts/pfbid0Mpj7rPV81AFZDxysYy81GmYbGnkMFyZMTncM4bobyd1y477LuAHmQ7PgLYt1oVU7l,,FALSE,Plush groundhog,TRUE,,"Harleysville Hank is a plush groundhog who makes an annual prediction at the Mennonite Heritage Center in Harleysville, Pennsylvania. While it is hard to believe there could be anyone who doesn’t know about Harleysville Hank, his Facebook page says he enjoys tunnelling, and speaks Pennsylvania Dutch. Under awards, Hank has listed “Best Groundhog. Ever.” Hank’s Groundhog Day festivities include free coffee, hot chocolate, and kettle-cooked scrapple. In 2023, Hank became engaged to Harleysville Hannah."
56,big-al,Al,Big Al,Beaumont,Texas,USA,"29.9295431,-94.2743348",https://www.facebook.com/gatorcountryrescue/,https://www.12newsnow.com/article/news/local/gator-countrys-big-al-set-to-make-his-groundhog-day-prediction/502-684aae84-e2da-447f-9233-f131967e5b76,,FALSE,Alligator,TRUE,,"Big Al is a 92-year old, 1,000 pound, 13.4-foot alligator prognosticator from Beaumont, Texas. On February 2, Al is offered a chicken breast to chow down on. According to his owner, Gary Saurage, ”If this alligator eats, that means we are done with winter. If he doesn’t, don’t bring your swimsuits out yet.” While groundhogs have a spotty record of predictions, “alligators tell the truth. They’ve been around for millions and millions of years. That’s why we truly believe alligators know when to eat.” Perhaps unfairly, considering Al’s record-setting heft, Saurage insists that there is no need to check with an ‘overgrown hedgehog.’"
57,oil-springs-ollie,Ollie,Oil Springs Ollie,Oil Springs,Ontario,Canada,"42.7669782,-82.1832562",https://www.facebook.com/profile.php?id=100068618865920,,,TRUE,Groundhog,FALSE,heavens-wildlife-harvey,"Oil Springs Ollie was a famous prognosticating groundhog from Oil Springs, Ontario. Ollie came from humble roots, arriving at the Heaven’s Wildlife Rescue as a baby and turning his inspirational story into his career as an educator. Ollie made his first public prediction in 2014, which launched his career as an animal educator and advocate. Ollie was remembered for being laid-back and easygoing, and worked with an understudy, Harvey, in his later years. Ollie retired in 2021."
58,potomac-phil,Phil,Potomac Phil,Washington DC,District of Columbia,USA,"38.9097387,-77.043891",https://twitter.com/potomacphil,https://twitter.com/PotomacPhil/status/1753412639210783036,,FALSE,Taxidermied groundhog,TRUE,,"Potomac Phil is a taxidermied groundhog who makes his weather proclamation in front of D.C.’s Dupont Circle fountain. He is “Washington’s most famous marmot” — a “humble, unflinching prognosticator,” who delights in corn cobs. While other groundhog prognosticators are fluent in Groundhogese, Phil prefers “non-verbal communication”."
59,smith-lake-jake,Jake,Smith Lake Jake,Smith Lake,Alabama,USA,"34.7159524,-86.5418817",https://www.facebook.com/smithlakejake.zgroundhog,https://twitter.com/unitedwayalc/status/1753426459308200318,,TRUE,Groundhog,FALSE,,"Smith Lake Jake, weather prophet extraordinaire, is Alabama’s true weather forecasting groundhog. According to legend, if Smith Lake Jake sees his shadow, he’ll return to his den and winter will continue for another six weeks. If he doesn’t see his shadow, spring will arrive early. Jake is a house groundhog who likes cereal, spaghetti, Keebler Pecan Sandies, and — of course — Groundhog Day! Jake is famous for his impressive hat collection."
60,van-island-violet,Violet,Van Island Violet,Nanaimo,British Columbia,Canada,"49.159641,-124.0503748",https://www.facebook.com/MarmotRecovery/,https://www.facebook.com/MarmotRecovery/videos/1476106099637449/,,FALSE,Vancouver Island marmot,TRUE,,"Van Island Violet is a prognosticating marmot from Vancouver Island whose predictions are meticulously interpreted by the Marmot Recovery Foundation in Nanaimo, British Columbia. There are four species of marmots in Canada, but only the Vancouver Island Marmot (Marmota vancouverensis) is considered at risk. Adam Taylor, executive director of the nonprofit, believes that “a Vancouver Island marmot would be a better weather prognosticator for Vancouver Island than some Eastern marmot that has never been west of the Rockies.”"
61,charles-winchester,Chuck,Charles “Chuck” Winchester,Woodburn,Indiana,USA,"41.1303246,-84.8633726",https://www.facebook.com/profile.php?id=100064403303425,https://www.facebook.com/BeWild2021/posts/pfbid0sKdViMFKTpXutcj5uGGMwW6rgDvEivEX8TNfyDWWi8W5sVCJJ4ZtCR3u4LTwom9sl,beth@indianawild.org,TRUE,Groundhog,TRUE,,"Charles Winchester (a.k.a. Chuck) is a the resident animal ambassador for Indiana Wild, an animal conservatory in Woodburn, Indiana. Similar to a rock star, Chuck travels around the state doing highly anticipated prognostications, and is regularly covered by local media. Chuck typically prognosticates from inside of a magical tree stump which feeds his creative energies, and sometimes moonlights as a pumpkin. "
62,chuck-wood,Chuck,Chuck Wood,Quincy,California,USA,"39.9362979,-120.9523743",https://www.facebook.com/GroundhogFeverFest/,,,FALSE,Animatronic groundhog,TRUE,,"Chuck Wood is an animatronic groundhog seer who makes a yearly Winter Prediction at the Groundhog Fever Festival in Quincy California. In addition to his predictive powers, Chuck is a pillar of the community, helping out in kitchens, construction sites, chemistry classes, and always filing his taxes on time. Chuck’s other passion, eating chili, inspired the chili cook-off: a fitting activity for a chilly February fest."
63,concord-casimir,Casimir,Concord Casimir,Concord,Ohio,USA,"41.6904499,-81.2526303",https://www.facebook.com/CasimirCleveland,https://www.facebook.com/CasimirCleveland/posts/pfbid0LqHLVnVfgTzCxwY99uezpRBHoyrSUc4TsJvo5WqniTMepfvd9sB3i7Vkefwfie9kl,John.niedzialek@gmail.com,FALSE,Cat,TRUE,,"Concord Casimir is an orange cat who makes an annual prediction at Ellison Creek Knob in Concord, Ohio. Casimir — aka, The Polish Prince of Felines — was found abandoned as a kitten on the footsteps of Cleveland’s St. Casimir Polish Church in 2012. Master of Ceremonies John Niedzialek interprets Casimir’s forecast based on the way he eats his yearly pierogis. If he eats them sloppily, Cleveland is in for a long, messy spring; if Casimir eats them normally, then it’s winter as usual; and if he swallows the pierogis in one gulp, the region can look forward to a warm coming summer. Since Casimir’s predictions are a little unconventional, we try our best to fit them into the “spring/winter” dichotomy we prefer on GROUNDHOG-DAY.com."
64,cluxatawney-henrietta,Henrietta,Cluxatawney Henrietta,Katonah,New York,USA,"41.2634599,-73.7307821",https://www.facebook.com/muscootfarm/,https://www.lohud.com/story/news/local/westchester/2024/02/02/muscoot-farm-katonah-ny-cluxatawney-henrietta-predicts-an-early-spring-on-groundhog-day/72438829007/,,FALSE,Ameraucana chicken,TRUE,,"Cluxatawney Henrietta is an Ameraucana chicken who makes a Groundhog Day prediction from Muscoot Farm in Katonah, New York. Farm curator Jonathon Benjamin says, “We don’t have a groundhog on the farm, so we use the next best thing – Henrietta, our weather predicting chicken.” Unlike the conventional ‘shadow’ method used by most Groundhog Day forecasters, Henrietta’s prediction is based on the “scientifically sound and proven methodology” of whether she lays an egg on the morning of February 2nd."
65,gordy-the-groundhog,Gordy,Gordy the Groundhog,Milwaukee,Wisconsin,USA,"43.0315284,-88.0424457",https://www.facebook.com/MilwaukeeCountyZoo,https://www.jsonline.com/story/life/wisconsin-family/2023/02/02/milwaukee-county-zoo-gordy-the-groundhog-predicts-six-weeks-of-winter/69833757007/,,TRUE,Groundhog,FALSE,,"Gordy the Groundhog is the resident prognosticator at the Milwaukee County Zoo in Wisconsin. He was born in Indiana but moved to Milwaukee for his new job, where he makes friends quickly on account of his goofy and friendly personality. Gordy is a connoisseur of broccoli and taking naps."
66,lucy-the-lobster,Lucy,Lucy the Lobster,Barrington,Nova Scotia,Canada,"43.5128603,-65.611397",https://twitter.com/lucylobsterns,https://twitter.com/NateTWN/status/1753389360357978209,satwood@barringtonmunicipality.com,FALSE,Atlantic lobster,TRUE,,"Lucy the Lobster makes Groundhog Day predictions on February 2nd to kick off the Lobster Crawl festival in Barrington, Nova Scotia. The Municipality of Barrington says Lucy is the only prognosticating crustacean to make a prediction in Canada. Bill Murray was reported as being bemused by the idea of a lobster forecaster."
67,mount-gretna-grady,Grady,Mount Gretna Grady,Mount Gretna,Pennsylvania,USA,"40.2467673,-76.4677586",https://www.facebook.com/MtGretnaFireCompany/,https://www.facebook.com/kristin.hubbard.9/videos/1102555457857605,,FALSE,Plush groundhog,TRUE,,"Mount Gretna Grady is a plush groundhog who makes an annual Groundhog Day prediction in Mount Gretna, Pennsylvania. Grady — similar to Snoopy in his biplane doghouse — sports a scarf, aviator cap and goggles. When Grady emerges from his winter nap, his ceremony includes stretching and dancing before he looks for his shadow to predict the upcoming weather. Grady is passionate about fire safety, helping raise money for the Mount Gretna Volunteer Fire Company every year."
68,stumptown-fil,Filbert,Stumptown Fil,Portland,Oregon,USA,"45.5100569,-122.7158264",https://www.facebook.com/oregonzoo,https://www.facebook.com/oregonzoo/videos/348606358086815/,,FALSE,Beaver,TRUE,,"Stumptown Fil — aka, Filbert — is a North American beaver who is the principal prognosticator and unofficial branch manager for the Oregon Zoo in Portland. Filbert was born at the zoo in 2011 and has quickly gained popularity since. “Groundhogs like Punxsutawney Phil are fine for their part of the country,” said Christina Parr, a keeper in the zoo’s North America section. “Here in the Northwest, though, we are beaver believers.”"
69,yonah-the-groundhog,Yonah,Yonah the Groundhog,Cleveland,Georgia,USA,"34.6229744,-83.8676887",https://www.facebook.com/nogawild/,https://www.facebook.com/nogawild/videos/849765110495625,info@wildlifewonders.org,TRUE,Groundhog,TRUE,,"Yonah the Groundhog, the “world’s most famous meteorologist,” makes an annual weather prediction from his home in North Georgia Wildlife Park in Cleveland, Georgia. During his months-long training for his once-a-year prediction, Yonah spends most of his time napping, dreaming of shadows and his favourite snacks: corn and bananas. Not one to (ground)hog the spotlight, Yonah is happy to share the stage with the zoo’s honey badger, Barnabus, who predicts the result of the year’s Superbowl."
70,hope-the-groundhog,Hope,Hope the Groundhog,Hope,Indiana,USA,"39.303483,-85.7731068",https://www.facebook.com/profile.php?id=100064771026348,https://www.indystar.com/story/news/2024/02/02/groundhog-day-hope-indiana-punxatawney-phil-agree-weather-forecast/72448398007/,,TRUE,Groundhog,TRUE,,"Hope the Groundhog is the official prognosticator for the town of Hope, Indiana. Every year on February 2nd, local notables gather around a bandstand in the Town Square as Hope makes her annual prediction of either an early thaw or six more weeks of “Brrr!”, set to a soundtrack of polka music. Hope, the superstar groundhog, also makes herself available to her adoring fans to snag selfies with after her prediction. Hope has been making predictions since 2021, when she took over for the now-retired Grubby the Groundhog."
71,sylvia-the-armadillo,Sylvia,Sylvia the Armadillo,Apex,North Carolina,USA,"35.4574054,-78.6421806",https://www.facebook.com/AnimalEdventuresSanctuary,https://www.newsobserver.com/news/local/article284904877.html,,FALSE,Armadillo,TRUE,,"Sylvia the armadillo is the resident Armadillo Day meteorologist for the City of Apex, North Carolina. For her prognostication, Mayor Jacques Gilbert dramatically raises Sylvia towards the sky while playing “The Circle of Life” as Sylvia peers into the future. Shortly after, Mayor Gilbert announces Sylvia’s whispered prediction to the crowd, as only he understands Armadillo-ese. When she isn’t making highly-anticipated weather forecasts, Sylvia spends her time at the Animal Ed.ventures Sanctuary, where she snacks on bugs and roughhouses with her tortoise roommate."
72,poppy-the-groundhog,Poppy,Poppy the Groundhog,Millersville,Pennsylvania,USA,"40.1213254,-76.6644525",https://www.facebook.com/AcornAcresWR,https://lancasteronline.com/poppy-and-her-new-brother-elliott-make-their-groundhog-day-predictions-at-hempfield-apothetique-photos/collection_091e4d9a-a318-11ed-8006-f3d5ec43e9ac.html,info@acornacreswr.com,TRUE,Groundhog,FALSE,elliott-the-groundhog,"Poppy the Groundhog was internationally known and Emmy nominated. Poppy is an educational ambassador with Acorn Acres Wildlife Rehabilitation in Millersville, PA. She starred in the 2020 Super Bowl commercial with Jeep and Bill Murray. Since her debut she has become quite the educator and does numerous educational appearance every month. Annually she holds her Groundhog Day Scavenger Hunt in downtown Lancaster, PA that runs for a solid week! She has her own line of merch available at Ville & Rue."
73,mt-parker,Parker,MT Parker,Lancaster,Pennsylvania,USA,"40.0588008,-76.3072977",https://www.facebook.com/ManheimTownshipRecreationDepartment,https://www.facebook.com/ManheimTwpPD/posts/797467269093599?ref=embed_post,,FALSE,Plush groundhog,TRUE,,"MT Parker is a plush groundhog prognosticator who makes a yearly Groundhog Day prediction from Stauffer Mansion in Lancaster, Pennsylvania. Parker is a small but determined orator, emerging from his cozy tree-trunk house into the February cold and proclaiming his predictions from the balcony to throngs of dedicated fans. Parker is also notably a foodie, making sure there is always enough s’mores, coffee, and hot chocolate to go around. Parker has been making predictions for Lancaster since 2021."
74,heavens-wildlife-harvey,Harvey,Heaven’s Wildlife Harvey,Oil Springs,Ontario,Canada,"42.7669782,-82.1832562",https://www.facebook.com/profile.php?id=100068618865920,https://www.theobserver.ca/news/local-news/earlier-spring-on-the-way-predicts-heavens-wildlife-harvey,,TRUE,Groundhog,TRUE,,"Heaven’s Wildlife Harvey is a somewhat rotund groundhog who is the official forecaster for the Heaven’s Wildlife Rescue Centre near Oil Springs, Ontario. Harvey succeeds Oil Springs Ollie, who began making predictions in 2014. “Harvey is doing great in his new role,” says Peggy Jenkins, founder of Heaven’s Wildlife Rescue. “Ollie taught him well.” However, Harvey can be a little more rambunctious: while Ollie was laid back and easy-going, Harvey is “kind of a little brat.”"
75,lady-edwina-of-essex,Lady Edwina,Lady Edwina of Essex,West Orange,New Jersey,USA,"40.7674513,-74.2839038",https://www.facebook.com/TurtleBackZoo/,https://www.facebook.com/TurtleBackZoo/posts/pfbid02M71Q9kH3vzzDtSB8HWzr4JtMAi7DDpEDaNBVDce6PfNYxZLTtzyrWuSxzaRTWLSul,,TRUE,Groundhog,TRUE,,"Lady Edwina of Essex is a gentlewoman groundhogess who makes an annual Groundhog Day forecast from the Turtle Back Zoo in New Jersey. Lady Edwina is a relatively junior prognosticator but she continues a proud prognosticating dynasty — taking over from Essex Ed, who retired from forecasting in 2021. Lady Edwina consults “models and maps”, not just shadows, to make 2 yearly predictions: one for the upcoming weather, and another for the results of the Super Bowl."
76,okanagan-okie,Okie,Okanagan Okie,Vernon,British Columbia,Canada,"50.2400127,-119.2915259",https://www.facebook.com/AllanBrooksNatureCentre/,https://www.facebook.com/AllanBrooksNatureCentre/videos/968213791362812/,info@abnc.ca,FALSE,Person in yellow-bellied marmot suit,TRUE,,"Meet Okanagan Okie, the newest addition to the Allan Brooks Nature Centre family! Okie is a charming Yellow-Bellied Marmot hailing from Vernon, BC, and proud cousin to the marmots that call the Centre home. Known for his flair for theatre and larger-than-life personality, Okie was unanimously elected to take on the prestigious role of spokes-marmot for ABNC. Okie has trained diligently in the ancient art of weather prognostication for the Centre’s Groundhog Day celebrations. However, Okie still has one challenge—he’s not exactly a morning marmot! He needs a little encouragement from the community to rise and shine on time for his special day."
77,pisgah-penny,Penny,Pisgah Penny,Brevard,North Carolina,USA,"35.243478,-82.7769959",https://www.facebook.com/whitesquirrelinstitute,https://www.facebook.com/whitesquirrelinstitute/posts/pfbid02hPREHeeEVQ3oqguYA5NnFU77FynXyJy4b26K8e66c8uZttQJTegzgn9UwVZ8uRBnl,,FALSE,Tree squirrel,TRUE,,"Pisgah Penny is a white Tree Squirrel who makes an annual prediction for “White Squirrel Day” in Brevard, North Carolina. White Squirrel Day is similar in many respects to Groundhog Day, the primary difference being the substitution of a groudhog for a squirrel. Penny’s predictions are based on what side of her display cage she moves to, one side signifying early spring and the other six more weeks winter. Brevard Mayor Maureen Copelof says “Pisgah Penny has established herself as a beloved and valued member of this community who openly asserts her love for Brevard,” while “Punxsutawney Phil has established himself as, let’s be honest, an ill tempered, unreliable predictor.”"
78,queen-city-charlie,Charlie,Queen City Charlie,Cumberland,Maryland,USA,"39.6528658,-78.7646866",https://www.facebook.com/cityofcumberlandmd,https://www.facebook.com/historicdowntowncumberland/videos/1332591510764739/,melinda.kelleher@cumberlandmd.gov,FALSE,Person in a groundhog suit,TRUE,,"Queen City Charlie is a prognosticating person in a groundhog suit who makes an annual prediction for the city of Cumberland, Maryland. Charlie (pictured, right) is a political animal whose predictive press releases are made at City Hall Plaza by the mayor, who Charlie is frequently pictured next to. Charlie is a person-sized replacement for Mountain Maryland Murray, the city’s former furry prognosticator who retired in 2021."
79,unadilla-billie,Billie,Unadilla Billie,Unadilla,Nebraska,USA,"40.6834005,-96.2751068",https://www.facebook.com/profile.php?id=100064741024244,https://www.facebook.com/permalink.php?story_fbid=pfbid0BMQge7mKVxoYC4aQuNVg7hdKA6nNLC9gqrLCwfWGFnWzzwcwc9veAYs1E5SK76jPl&id=100064741024244,,FALSE,Taxidermied groundhog,TRUE,,"Unadilla Billie is a taxidermied lady groundhog who makes an annual Groundhog Day prediction for the town of Unadilla, Nebraska. Billie is a novice groundhog, the successor to longtime prognosticator Unadilla Bill, who predicted the arrival of spring  from 1988 to the pandemic year of 2021. Billie is relishing her new role, writing poetic predictions and taking selfies with fans. Billie is a master of camouflage, able to blend in with her surroundings and remain perfectly still in just about any urban setting."
80,cedar-the-groundhog,Cedar,Cedar the Groundhog,West Dundee,Illinois,USA,"42.1157016,-88.3362437",https://www.facebook.com/RandallOaksZoo,https://www.facebook.com/RandallOaksZoo/posts/pfbid0rYd4wUFPb1HmcZ4qoni37rzRtLYHjqtEbLhgdjToLHwf33vg5dwBCGTJasyKsPhRl,,TRUE,Groundhog,TRUE,,"Cedar the Groundhog (aka, Squish) is a young whistlepig who gives official prognostications for the Randall Oaks Zoo in West Dundee, Illinois. Cedar was orphaned at a very young age and entered the care of the zoo. Typically Gen-Z, Cedar is very friendly and loves getting attention (his predictions are streamed on Facebook), which is why he invites lots of people to his parties. For any partygoers unsure how to shop for a groundhog, Cedar unsubtly posted on Facebook that he loves banana chips.  "
81,elliott-the-groundhog,Elliott,Elliott the Groundhog,Millersville,Pennsylvania,USA,"40.1213254,-76.6644525",https://www.facebook.com/AcornAcresWR,https://lancasteronline.com/elliott-makes-his-first-official-groundhog-day-prediction-photos/collection_35bd0144-c116-11ee-996c-2b15bc4826f4.html,info@acornacreswr.com,TRUE,Groundhog,TRUE,,"Elliott the Groundhog is an educational ambassador with Acorn Acres Wildlife Rehabilitation in Millersville, Pennsylvania. After shadowing his big sister Poppy, Elliott took over her prognosticating duties for the first time in 2024. Departing from the more traditional ‘shadow’ technique, Elliot uses the “treat method” to make his prediction. He gets two identical treat dishes: one says “spring” and the other “winter.” Whichever bowl Elliot eats from is his prediction. Elliott is a bit of a sartorialist and has been known to wear a miniature tuxedo for special occasions."
